ticker,tradedate,open,high,low,close,value,volume,boardid
URKZ,2014-06-10,6193,6250,6100,6100,495990,80,TQBR
URKZ,2014-06-20,6001,6001,6000,6000,36001,6,TQBR
URKZ,2014-07-01,5700,6000,5700,6000,89700,15,TQBR
URKZ,2014-07-03,6000,6000,6000,6000,96000,16,TQBR
URKZ,2014-07-04,5350,6000,5350,6000,323399,56,TQBR
URKZ,2014-07-14,6299,6350,6299,6350,126947,20,TQBR
URKZ,2014-07-18,6949,6949,6949,6949,55592,8,TQBR
URKZ,2014-07-23,6300,6350,6300,6350,95000,15,TQBR
URKZ,2014-08-04,6100,6100,6000,6000,241000,40,TQBR
URKZ,2014-08-08,6300,6300,6300,6300,189000,30,TQBR
URKZ,2014-08-12,6300,6300,6300,6300,6300,1,TQBR
URKZ,2014-08-19,6000,6000,6000,6000,60000,10,TQBR
URKZ,2014-08-26,6299,6400,6299,6400,331790,52,TQBR
URKZ,2014-08-28,6201,6201,6200,6200,136401,22,TQBR
URKZ,2014-09-05,6499,6499,6499,6499,6499,1,TQBR
URKZ,2014-09-08,6555,6555,6555,6555,13110,2,TQBR
URKZ,2014-09-09,6200,6300,6200,6200,68399,11,TQBR
URKZ,2014-09-10,6201,6201,6200,6200,86802,14,TQBR
URKZ,2014-09-11,6350,6590,6350,6400,282671,44,TQBR
URKZ,2014-09-12,6550,6700,6550,6700,105511,16,TQBR
URKZ,2014-09-15,6790,6800,6790,6800,20385,3,TQBR
URKZ,2014-09-16,6800,6904,6800,6880,314739,46,TQBR
URKZ,2014-09-17,6700,6960,6700,6801,231569,34,TQBR
URKZ,2014-09-18,7000,7062,7000,7062,105062,15,TQBR
URKZ,2014-09-22,6700,6800,6303,6303,354518,53,TQBR
URKZ,2014-09-24,6270,6270,6270,6270,62700,10,TQBR
URKZ,2014-09-25,6799,6799,6350,6350,243597,38,TQBR
URKZ,2014-09-26,6250,6350,6200,6300,162550,26,TQBR
URKZ,2014-09-29,6982,6982,6200,6300,169379,27,TQBR
URKZ,2014-09-30,6205,6205,6205,6205,12410,2,TQBR
URKZ,2014-10-02,6200,6300,6200,6300,162400,26,TQBR
URKZ,2014-10-07,6400,6500,6400,6500,12900,2,TQBR
URKZ,2014-10-09,6100,6100,6000,6000,132200,22,TQBR
URKZ,2014-10-10,6130,6130,6000,6000,72160,12,TQBR
URKZ,2014-10-15,5900,5900,5900,5900,59000,10,TQBR
URKZ,2014-10-17,5850,5900,5850,5900,70600,12,TQBR
URKZ,2014-10-22,5950,6000,5760,6000,125560,21,TQBR
URKZ,2014-10-23,6000,6000,6000,6000,18000,3,TQBR
URKZ,2014-10-27,6000,6000,6000,6000,30000,5,TQBR
URKZ,2014-10-28,5900,6100,5900,6100,66600,11,TQBR
URKZ,2014-10-30,5900,6250,5900,6250,68300,11,TQBR
URKZ,2014-10-31,6300,6300,6250,6300,107000,17,TQBR
URKZ,2014-11-03,6350,6350,6350,6350,6350,1,TQBR
URKZ,2014-11-06,6010,6010,6010,6010,18030,3,TQBR
URKZ,2014-11-07,6480,6480,6480,6480,6480,1,TQBR
URKZ,2014-11-10,6300,6300,6300,6300,18900,3,TQBR
URKZ,2014-11-11,6440,6500,6400,6500,3671530,569,TQBR
URKZ,2014-11-12,6400,6400,6400,6400,32000,5,TQBR
URKZ,2014-11-13,6400,6400,6400,6400,32000,5,TQBR
URKZ,2014-11-14,6600,6600,6600,6600,165000,25,TQBR
URKZ,2014-11-17,6660,6700,6660,6700,126890,19,TQBR
URKZ,2014-11-18,6500,6500,6220,6220,209780,33,TQBR
URKZ,2014-11-19,6680,6680,6680,6680,6680,1,TQBR
URKZ,2014-11-24,6200,6200,6200,6200,136400,22,TQBR
URKZ,2014-11-27,6220,6220,6200,6200,111640,18,TQBR
URKZ,2014-11-28,6450,6450,6450,6450,174150,27,TQBR
URKZ,2014-12-01,6500,6500,6500,6500,26000,4,TQBR
URKZ,2014-12-03,6160,6500,6110,6470,82950,13,TQBR
URKZ,2014-12-16,6100,6350,5050,5640,648740,107,TQBR
URKZ,2014-12-29,5650,5650,5650,5650,5650,1,TQBR
URKZ,2015-01-05,5970,5980,5970,5980,11950,2,TQBR
URKZ,2015-01-06,5140,6000,5140,6000,34260,6,TQBR
URKZ,2015-01-08,5990,6000,5990,6000,29990,5,TQBR
URKZ,2015-01-14,5790,5790,5790,5790,11580,2,TQBR
URKZ,2015-01-15,5790,5790,5690,5690,74770,13,TQBR
URKZ,2015-01-19,5950,5950,5950,5950,5950,1,TQBR
URKZ,2015-01-20,5650,5650,5650,5650,28250,5,TQBR
URKZ,2015-01-22,5550,5550,5550,5550,5550,1,TQBR
URKZ,2015-01-23,5610,5610,5600,5600,44830,8,TQBR
URKZ,2015-01-29,5690,5700,5690,5700,125380,22,TQBR
URKZ,2015-01-30,5980,5980,5980,5980,101660,17,TQBR
URKZ,2015-02-17,5990,5990,5730,5730,17450,3,TQBR
URKZ,2015-02-25,5990,5990,5980,5990,77860,13,TQBR
URKZ,2015-03-02,6000,6000,6000,6000,150000,25,TQBR
URKZ,2015-03-05,6350,6350,6200,6200,31300,5,TQBR
URKZ,2015-03-06,6100,6100,6100,6100,6100,1,TQBR
URKZ,2015-03-10,5520,5530,5350,5530,21910,4,TQBR
URKZ,2015-03-11,5530,5530,5530,5530,11060,2,TQBR
URKZ,2015-03-18,5970,6000,5900,6000,95550,16,TQBR
URKZ,2015-03-19,6000,6000,6000,6000,36000,6,TQBR
URKZ,2015-03-23,5580,5580,5500,5500,38650,7,TQBR
URKZ,2015-03-30,5800,5990,5800,5990,175900,30,TQBR
URKZ,2015-04-01,5950,5970,5950,5970,184870,31,TQBR
